center_id,meal_id,center_meal,total_obs,non_zero_obs,ADI,CV2,cor_baseprice,cor_checkoutprice,cor_email,cor_homepage,SBC
10,1754,10_1754,145.0,145.0,1.0,0.5122706494298577,-0.207312512753188,-0.6970499224224128,0.7020757316625481,0.6250670383951269,Erratic
10,1770,10_1770,145.0,144.0,1.0069444444444444,0.421216385819384,0.01404207303816042,-0.4153004706899522,,0.016296097070339844,Smooth
10,1778,10_1778,145.0,145.0,1.0,0.12697407732391652,0.3449363027540689,-0.19277749961634477,0.2002972902449737,0.44476830159331776,Smooth
10,1803,10_1803,145.0,145.0,1.0,0.18326587912766337,-0.40851334229900477,-0.10975970293615206,,0.4166353501912898,Smooth
10,1847,10_1847,145.0,122.0,1.1885245901639345,0.4230572993104886,-0.3905927056208255,-0.48569771136681866,,,Smooth
10,1878,10_1878,145.0,145.0,1.0,0.39867641639398216,-0.3184708745686197,-0.6498733095231842,0.35212727173840697,0.7471162791675339,Smooth
10,1885,10_1885,145.0,145.0,1.0,0.036674407664314984,-0.05619754847178538,-0.1298144512354907,0.1569250950383284,0.08613720179355355,Smooth
10,1902,10_1902,145.0,143.0,1.013986013986014,0.24206602210200465,-0.18663792744990534,-0.32631268429929133,,,Smooth
10,1962,10_1962,145.0,145.0,1.0,0.4460098483187755,0.021353376039268162,-0.8374361139399494,0.764665828105921,0.6639887529245477,Smooth
10,1971,10_1971,145.0,145.0,1.0,1.227913437150737,-0.1395848977935518,-0.8750780956165672,0.7922421862990912,0.7312788258362837,Erratic
10,1993,10_1993,145.0,145.0,1.0,0.1392525622819596,-0.008777167873755163,-0.25511410123526806,0.12323994565640371,0.5134464732545402,Smooth
10,2104,10_2104,145.0,34.0,4.264705882352941,0.35838860495750324,0.33275877249852837,-0.69862050110552,0.13978895072449152,0.6318564782484476,Intermittent
10,2126,10_2126,145.0,143.0,1.013986013986014,0.28566410485585275,0.016867324694443797,-0.3998038640102194,0.17726857669983487,0.4267290034978872,Smooth
10,2139,10_2139,145.0,145.0,1.0,0.2340458617221931,-0.12545904136989625,-0.257619226488882,,,Smooth
10,2290,10_2290,145.0,145.0,1.0,0.6286882291733429,0.22600787170844772,-0.7098360314658423,0.7015800401543205,0.46921990407329783,Erratic
10,2304,10_2304,145.0,142.0,1.0211267605633803,0.19078861808798345,-0.15165354046330234,-0.411095750843215,0.320031951008661,0.2631229985461718,Smooth
10,2306,10_2306,145.0,145.0,1.0,0.7245072181172969,-0.14440700861449798,-0.7027621820150455,0.32340040106690043,0.37796246825513097,Erratic
10,2322,10_2322,145.0,145.0,1.0,0.7575170800099442,-0.10115092827630433,-0.6493076656604916,0.38601587961368306,0.587841527306166,Erratic
10,2444,10_2444,145.0,145.0,1.0,1.1906234351644722,-0.07465422231864002,-0.8320161904776515,0.7260394385159087,0.7395695611619262,Erratic
10,2490,10_2490,145.0,123.0,1.1788617886178863,0.7344346446163734,-0.10334504383227831,-0.7964636787937658,0.6945176714088434,0.6460153958294407,Erratic
10,2492,10_2492,145.0,145.0,1.0,0.2571789059947329,0.016960644731816216,-0.5831365459683372,0.376383975872961,0.40007612749604493,Smooth
10,2494,10_2494,145.0,142.0,1.0211267605633803,0.21122880348513856,-0.32215593351066313,-0.27482490099303014,,,Smooth
10,2539,10_2539,145.0,145.0,1.0,0.11867730731152325,-0.3679317863901947,-0.2452447386114879,0.12137480170747082,0.313666421187513,Smooth
10,2569,10_2569,145.0,119.0,1.218487394957983,0.23409926992592126,-0.25409722975519805,-0.718690033890728,0.6021856040137897,0.6214805008991076,Smooth
10,2577,10_2577,145.0,145.0,1.0,0.10742219172482993,-0.41471723195133553,-0.40865916823015075,0.09726744336657314,,Smooth
10,2581,10_2581,145.0,145.0,1.0,0.42050942933538127,-0.06252223118518657,-0.849197286702505,0.7355248340860961,0.7142881325598855,Smooth
10,2631,10_2631,145.0,145.0,1.0,0.26552465455376884,-0.032441655244963064,-0.6381845806636931,0.49563968930755903,0.43994065523069126,Smooth
10,2640,10_2640,145.0,145.0,1.0,0.15242891867859762,-0.3063023642852456,-0.6521300684416098,0.5062934746510414,0.42182817598056227,Smooth
10,2664,10_2664,145.0,128.0,1.1328125,0.13098162640893715,-0.06202487814091325,-0.6291611330437675,0.5363730952006933,0.6164091152237353,Smooth
10,2704,10_2704,145.0,138.0,1.0507246376811594,0.15619240851370533,0.06482752224295016,-0.6364987077303856,,0.4563281663015191,Smooth
10,2707,10_2707,145.0,145.0,1.0,0.09168384397661823,-0.18139076395213105,-0.5037437473648795,0.36466390155686046,0.5804249664772222,Smooth
10,2760,10_2760,145.0,145.0,1.0,0.26350246113884873,-0.13099994508430934,-0.7185610479962031,,0.4958945441785192,Smooth
10,2826,10_2826,145.0,145.0,1.0,0.18971827925825974,-0.08990299039660234,-0.6161313837578242,0.5658193724237057,0.6530234700731513,Smooth
10,2867,10_2867,145.0,145.0,1.0,0.9652654794173113,-0.10673435416725616,-0.7836423453021926,0.6881880577160444,0.6184819530824641,Erratic
10,2956,10_2956,145.0,82.0,1.7682926829268293,0.2028367377082152,-0.23215833152895243,-0.5876338347131684,0.07418404746247119,0.28186804633868445,Intermittent
11,1062,11_1062,145.0,145.0,1.0,0.06901607778769774,0.1230824618209446,-0.3762409525507309,0.1550680231611363,0.05361843430799127,Smooth
11,1109,11_1109,145.0,145.0,1.0,0.4657619351212573,0.06303802184310328,-0.14731356617071711,0.8509235536047991,0.840509269115911,Smooth
11,1198,11_1198,145.0,144.0,1.0069444444444444,0.09126819343575895,-0.3257806495126891,-0.10764694044915236,,,Smooth
11,1207,11_1207,145.0,142.0,1.0211267605633803,0.7096418933389788,-0.0571995202540438,-0.6105024489503666,0.46618433095060385,0.2988044513539407,Erratic
11,1216,11_1216,145.0,138.0,1.0507246376811594,0.3287921488934838,-0.11761804071236667,-0.32368927395720853,0.2468380012137046,-0.11456601594432599,Smooth
11,1230,11_1230,145.0,144.0,1.0069444444444444,0.7480733914011768,-0.09142732873615678,-0.6180201314357127,0.5012383583483081,0.5119142270393616,Erratic
11,1247,11_1247,145.0,101.0,1.4356435643564356,0.3724435476847148,0.0906896061481136,-0.11084823915814106,,,Intermittent
11,1248,11_1248,145.0,142.0,1.0211267605633803,0.6166759449475879,-0.10195107905412179,-0.5877169017239278,0.4387171925769406,0.6584187138044556,Erratic
11,1311,11_1311,145.0,145.0,1.0,0.08154021222483117,-0.2796745069961407,-0.0023443356928086706,,,Smooth
11,1438,11_1438,145.0,141.0,1.0283687943262412,0.4305022596623979,-0.5017534336453364,-0.5279075328820687,,0.2090975296822014,Smooth
11,1445,11_1445,145.0,140.0,1.0357142857142858,1.161166398801573,-0.019394277469781174,-0.8209269332639124,0.728228634612344,0.5625077380089231,Erratic
11,1525,11_1525,145.0,137.0,1.0583941605839415,0.2014679147390664,-0.1359149438121187,-0.7096543964330471,,0.6531533888902038,Smooth
11,1543,11_1543,145.0,137.0,1.0583941605839415,0.4184897976558533,0.039926705195887285,-0.34945651982730813,0.4947607496894355,0.48641215542325394,Smooth
11,1558,11_1558,145.0,144.0,1.0069444444444444,1.0976707234730319,0.17330548160018702,-0.7556653694219632,0.6938875296992008,0.6398712281606825,Erratic
11,1571,11_1571,145.0,79.0,1.8354430379746836,0.3315342016263007,-0.12232893851943001,-0.5521882169046171,0.19991398414310008,0.32624512127423133,Intermittent
11,1727,11_1727,145.0,145.0,1.0,1.007155066698113,-0.039228980139084366,-0.8882586335989531,0.8497057733510714,0.7601854899900469,Erratic
11,1754,11_1754,145.0,145.0,1.0,1.0998419608828511,-0.27373076106679206,-0.7088196957224733,0.7225079178428297,0.7681525388614863,Erratic
11,1770,11_1770,145.0,103.0,1.4077669902912622,0.3957382086130248,-0.10469362589930117,-0.24259053172528364,,,Intermittent
11,1778,11_1778,145.0,145.0,1.0,0.07911673687149058,-0.13080062908363113,-0.33088493398369245,-0.032714634502814866,0.03828266396962474,Smooth
11,1803,11_1803,145.0,145.0,1.0,0.06832693839271178,-0.1429690876838286,-0.059111777602899776,,,Smooth
11,1847,11_1847,145.0,134.0,1.0820895522388059,0.39900570648347466,-0.4837855228643111,-0.4329423171281702,,0.15438041492240354,Smooth
11,1878,11_1878,145.0,145.0,1.0,0.6057637265199501,-0.01882192987193245,-0.5975335075051391,0.6665855743820076,0.2260412038082499,Erratic
11,1885,11_1885,145.0,145.0,1.0,0.07904558677288935,0.2793898051553156,0.2340301874839462,0.12943002276531873,0.30859009873899235,Smooth
11,1902,11_1902,145.0,108.0,1.3425925925925926,0.3315088107146816,-0.0860121270263709,-0.09267917416734206,,,Intermittent
11,1962,11_1962,145.0,145.0,1.0,0.7269024137218524,0.0815328596840021,-0.7952750355268712,0.7572961971394566,0.5678173315331025,Erratic
11,1971,11_1971,145.0,145.0,1.0,1.7012254826751818,-0.18089652105235648,-0.8203726820346626,0.7689929582998755,0.745214800376476,Erratic
11,1993,11_1993,145.0,145.0,1.0,0.09841361536742861,-0.0021311179291356765,-0.23782875303128637,0.2574109539992556,0.5484201411752246,Smooth
11,2126,11_2126,145.0,141.0,1.0283687943262412,0.3580901917847987,0.11759901836025242,-0.34081755710268863,0.20225000776908741,0.27132078841556784,Smooth
11,2139,11_2139,145.0,138.0,1.0507246376811594,0.33754660614387993,-0.28165589959845816,-0.3469354876221382,,-0.16113794033681353,Smooth
11,2290,11_2290,145.0,145.0,1.0,1.1824500114993488,0.19895902020051257,-0.7445593694981656,0.7690391299334883,0.8065990010526574,Erratic
11,2304,11_2304,145.0,142.0,1.0211267605633803,0.3764842990014101,-0.1786977967113529,-0.24397567100936907,0.483266478861633,0.30103506602718766,Smooth
11,2306,11_2306,145.0,131.0,1.1068702290076335,0.7027194652775941,-0.06395795680554917,-0.7425679460634709,0.48438078334806506,0.1319900088336754,Erratic
11,2322,11_2322,145.0,145.0,1.0,0.7666620613050734,-0.034088698869680883,-0.6180986879037866,0.39602163588818257,0.6864731149890904,Erratic
11,2444,11_2444,145.0,139.0,1.0431654676258992,1.417965968956698,-0.01766926519240764,-0.8185946518964066,0.7722938808404872,0.6358586048063708,Erratic
11,2490,11_2490,145.0,122.0,1.1885245901639345,1.060227145206568,-0.06336591510757454,-0.8223409165112404,0.7011088182281072,0.8091269403662875,Erratic
11,2492,11_2492,145.0,133.0,1.0902255639097744,0.41920246887068613,0.16647776804701414,-0.5739150228021734,0.5349607364892989,0.3501972089574987,Smooth
11,2494,11_2494,145.0,141.0,1.0283687943262412,0.2667806648673579,-0.4169723524243626,-0.5484245974872278,,0.29130796784908575,Smooth
11,2539,11_2539,145.0,145.0,1.0,0.2548106917075741,0.07708964108523525,0.008848956839636296,0.12761301746821396,0.5633899283821048,Smooth
11,2569,11_2569,145.0,119.0,1.218487394957983,0.40948192031404823,0.07193179075529821,-0.5566474194226214,0.8072687402948139,0.3169599681232621,Smooth
11,2577,11_2577,145.0,140.0,1.0357142857142858,0.2863659023205089,-0.14261013368887554,-0.4019464768136289,0.3672131773513296,-0.09483461125043036,Smooth
11,2581,11_2581,145.0,145.0,1.0,0.8236140525347765,0.0170405611857556,-0.7815780442023601,0.7321937840882916,0.6873192659733461,Erratic
11,2631,11_2631,145.0,144.0,1.0069444444444444,0.6095418225214975,-0.05017350118314002,-0.5563651399776782,0.5425949335325146,0.6084803015190539,Erratic
11,2640,11_2640,145.0,145.0,1.0,0.3956469500678844,-0.15882121327632762,-0.7278683586544183,0.6641989933353212,0.32183874815917407,Smooth
11,2664,11_2664,145.0,118.0,1.228813559322034,0.15040634995137378,0.24582138232135836,-0.25214730701257815,0.569536577581307,0.2179277877007227,Smooth
11,2704,11_2704,145.0,140.0,1.0357142857142858,0.3277846443570925,-0.08448239401795926,-0.6605166334211834,,0.7469114609348989,Smooth
11,2707,11_2707,145.0,145.0,1.0,0.10360094559707764,-0.2422210599929429,-0.5418660396235861,0.44240799183245944,0.36446742226879625,Smooth
11,2760,11_2760,145.0,145.0,1.0,0.44597699920358047,-0.040539229374473885,-0.6517030633412542,,0.3112944694742339,Smooth
11,2826,11_2826,145.0,145.0,1.0,0.278048401917328,-0.12220556266074532,-0.7376366258814184,0.7465605765081299,0.6154125787788881,Smooth
11,2867,11_2867,145.0,138.0,1.0507246376811594,1.1967778120071695,-0.027048946267153436,-0.8114901228078127,0.7766034680645635,0.6306021873223084,Erratic
11,2956,11_2956,145.0,81.0,1.7901234567901234,0.3510833392781619,-0.2340888686465619,-0.4197531898164876,0.12997911673044452,0.1744174731473034,Intermittent
13,1062,13_1062,145.0,145.0,1.0,0.0712694717995197,-0.07230353077581574,-0.5473640070821356,0.2463283713317964,0.33681274800692723,Smooth
13,1109,13_1109,145.0,145.0,1.0,0.25152169243745476,0.012698293508333382,-0.26300816763966967,0.7788048423104841,0.772837644713701,Smooth
13,1198,13_1198,145.0,145.0,1.0,0.09969484002815066,-0.03366902003960743,-0.06111043084406577,,,Smooth
13,1207,13_1207,145.0,144.0,1.0069444444444444,0.43126138701402084,-0.22774691102068065,-0.6799644159818066,0.3904822788007865,0.3358273959005056,Smooth
13,1216,13_1216,145.0,143.0,1.013986013986014,0.19145829452572816,0.07225193835260896,-0.4533842483592441,0.3026633097776187,0.17501926559123065,Smooth
13,1230,13_1230,145.0,141.0,1.0283687943262412,0.4378461382880174,-0.12164020222250382,-0.6127674527452771,0.4902555301007063,0.23009779085193743,Smooth
13,1247,13_1247,145.0,142.0,1.0211267605633803,0.23843938705958062,-0.24903721173929627,-0.4231679647707458,,,Smooth
13,1248,13_1248,145.0,144.0,1.0069444444444444,0.576872616113962,0.20130426965453305,-0.5340585485110493,0.6415366486123929,0.48037805564875535,Erratic
13,1311,13_1311,145.0,145.0,1.0,0.12003323691586858,-0.18174534455532634,0.026810062007907146,,,Smooth
13,1438,13_1438,145.0,144.0,1.0069444444444444,0.31993401288213025,-0.3750455216419124,-0.308070407651309,,0.3158485843277881,Smooth
13,1445,13_1445,145.0,145.0,1.0,1.0394196010003276,-0.10022336576762014,-0.8757685372751276,0.7548560976245613,0.6825048472582695,Erratic
13,1525,13_1525,145.0,136.0,1.0661764705882353,0.16298624401728204,-0.1467436184205735,-0.7148081735828721,,0.5777082759898254,Smooth
13,1543,13_1543,145.0,144.0,1.0069444444444444,0.24114834991056813,-0.23729122954671417,-0.45666510924020554,0.3944779426539375,0.24517722556472304,Smooth
13,1558,13_1558,145.0,145.0,1.0,0.8811854700483999,0.11774619434188933,-0.7402495584193526,0.6338932390305734,0.6221033540911631,Erratic
13,1571,13_1571,145.0,83.0,1.7469879518072289,0.27603821281930147,-0.06142953847497733,-0.7683474904795052,0.3707569823623482,0.3632023135150327,Intermittent
13,1727,13_1727,145.0,145.0,1.0,0.8481538241132554,0.004903890486239674,-0.850703595998517,0.7177144525916083,0.6554837344044416,Erratic
13,1754,13_1754,145.0,145.0,1.0,0.604689469855871,-0.1958837689550261,-0.6386803396224847,0.7845315362034888,0.6050285262783344,Erratic
13,1770,13_1770,145.0,144.0,1.0069444444444444,0.33195908365966464,-0.08790255881988626,-0.384055628361287,,0.09983962457545302,Smooth
13,1778,13_1778,145.0,145.0,1.0,0.0899327794697636,0.09359641150166378,-0.28615136328145885,0.1250604889982112,0.2411284834194365,Smooth
13,1803,13_1803,145.0,145.0,1.0,0.09407323203983811,-0.36845364119294777,-0.25760805072376297,,,Smooth
13,1847,13_1847,145.0,143.0,1.013986013986014,0.3208354492198093,-0.2648890440403335,-0.18027873905092748,,0.49345000681322543,Smooth
13,1878,13_1878,145.0,145.0,1.0,0.23892509805096093,-0.19058634097749236,-0.6754140028207593,0.5507903026806468,0.5968665584391772,Smooth
13,1885,13_1885,145.0,145.0,1.0,0.059255462218129815,-0.042281440605456355,-0.08066955837086606,0.14202982680678428,0.38415992748979144,Smooth
13,1902,13_1902,145.0,144.0,1.0069444444444444,0.20238128658965557,-0.07505449127074983,-0.33829041278548444,,,Smooth
13,1962,13_1962,145.0,145.0,1.0,0.5045796814903738,0.07957244335740754,-0.8284802056021704,0.7743073486732877,0.6669844609569313,Erratic
13,1971,13_1971,145.0,145.0,1.0,1.70628826480241,-0.030737943203457702,-0.7320005730731988,0.6802154272433988,0.604920139158632,Erratic
13,1993,13_1993,145.0,145.0,1.0,0.056888863253099616,-0.19490883735911985,-0.32719783056182067,0.078539548272534,0.38004135739962047,Smooth
13,2104,13_2104,145.0,34.0,4.264705882352941,0.263284241166894,0.4256393044455644,-0.5152846870926252,0.17930245490755134,,Intermittent
13,2126,13_2126,145.0,137.0,1.0583941605839415,0.22346657521578736,0.26314279098509413,-0.22825598953207607,0.1619299275705437,0.2886813580035262,Smooth
13,2139,13_2139,145.0,143.0,1.013986013986014,0.21243102148056858,-0.26485700873578716,-0.34332087732740896,,-0.037228632355446684,Smooth
13,2290,13_2290,145.0,145.0,1.0,0.39586640676305895,0.20451224862059872,-0.6712842782019135,0.8091890239045543,0.6237136078417241,Smooth
13,2304,13_2304,145.0,145.0,1.0,0.22389156882162126,-0.08518716425064791,-0.5336754474465152,0.5102782628031914,0.3087628218084878,Smooth
13,2306,13_2306,145.0,144.0,1.0069444444444444,0.6365312235921657,0.009332119548811515,-0.6435884565975605,0.447703928153223,0.5054683418301272,Erratic
13,2322,13_2322,145.0,144.0,1.0069444444444444,0.3103068987092669,-0.10368604948911195,-0.6578387898445414,0.41759565186612224,0.4453520699579999,Smooth
13,2444,13_2444,145.0,145.0,1.0,0.9190066770766753,-0.05355654773375136,-0.8282470745242284,0.7682406655111319,0.5855417480678928,Erratic
13,2490,13_2490,145.0,122.0,1.1885245901639345,0.49896822994698586,-0.07083507159193941,-0.8277567115231351,0.7644390972124139,0.8099764067971966,Erratic
13,2492,13_2492,145.0,144.0,1.0069444444444444,0.31664682954985035,0.04881635647992102,-0.7212681264162824,0.43615780263671894,0.2279706234474658,Smooth
13,2494,13_2494,145.0,144.0,1.0069444444444444,0.1970900361815948,-0.4242748398498814,-0.25901197032543166,,0.3505704383139801,Smooth
13,2539,13_2539,145.0,145.0,1.0,0.08699965381599935,-0.21852158023675422,-0.2545651150035203,0.06340066924646862,0.3715511421581407,Smooth
13,2569,13_2569,145.0,120.0,1.2083333333333333,0.36751992595087,-0.24553938532204397,-0.673557628451032,0.7648180254281474,0.7179082425880565,Smooth
13,2577,13_2577,145.0,145.0,1.0,0.13612699798482167,-0.05138458152087988,-0.4608798896997215,0.5035009114135839,0.2624118244575281,Smooth
13,2581,13_2581,145.0,145.0,1.0,0.5781121919806257,0.10711939645867821,-0.7768922849216613,0.6865615715897028,0.6514780540173236,Erratic
13,2631,13_2631,145.0,145.0,1.0,0.40790418363218706,0.1925195801696562,-0.613880900425397,0.5963989813374356,0.4824489360079277,Smooth
13,2640,13_2640,145.0,145.0,1.0,0.18246074024160996,0.043220329557930294,-0.5087084520190015,0.3997888778961267,0.3182039052970165,Smooth
13,2664,13_2664,145.0,128.0,1.1328125,0.20402002253340523,-0.03527917665501706,-0.6183444548637326,0.6193143314915835,0.6334062147940255,Smooth
13,2704,13_2704,145.0,136.0,1.0661764705882353,0.20627838545724034,-0.1059657589611759,-0.6988050937952857,,0.5571971193599954,Smooth
13,2707,13_2707,145.0,145.0,1.0,0.07343054791767863,-0.2391179334993374,-0.49571534784177546,0.29106402099216877,0.13529700241423293,Smooth
13,2760,13_2760,145.0,145.0,1.0,0.48990890600975917,0.024789553693872052,-0.8092019721484331,,0.5022569610036086,Smooth
13,2826,13_2826,145.0,145.0,1.0,0.24338090300506177,-0.13465204659837882,-0.6523729661483555,0.688195791327733,0.6456676374145227,Smooth
13,2867,13_2867,145.0,145.0,1.0,0.8792098530822369,-0.07386556091474794,-0.8436273982212965,0.7496881343519509,0.6146823472912143,Erratic
13,2956,13_2956,145.0,83.0,1.7469879518072289,0.19191182861361888,-0.06358821460203319,-0.5693457894467485,0.06567991667812828,0.2257838165444409,Intermittent
14,1062,14_1062,145.0,145.0,1.0,0.14188315446204772,0.16756198398981936,-0.004471864562897891,0.22128843923163935,0.018927645272625738,Smooth
14,1109,14_1109,145.0,145.0,1.0,0.4272598917540619,0.07017073215390776,-0.16965228786940284,0.8180301880480242,0.7189540208722214,Smooth
14,1198,14_1198,145.0,64.0,2.265625,0.11059797084548105,-0.02214009726189273,-0.07659914523764677,,,Intermittent
14,1207,14_1207,145.0,143.0,1.013986013986014,0.7242665394208527,-0.07597936215129114,-0.588661780032434,0.4397768412822911,0.5243552319443907,Erratic
14,1216,14_1216,145.0,131.0,1.1068702290076335,0.29804693972705176,0.016866136934658594,-0.3070196462646355,0.2919232761175313,-0.01740971212139344,Smooth
14,1230,14_1230,145.0,142.0,1.0211267605633803,0.7037888828690141,-0.08498277090817248,-0.5728952273798387,0.42292057672559497,0.6278485983183317,Erratic
14,1247,14_1247,145.0,91.0,1.5934065934065933,0.2549593891175574,0.03381740066742682,-0.1918064257629313,,,Intermittent
14,1248,14_1248,145.0,136.0,1.0661764705882353,0.5394544358532568,0.007974226844861541,-0.5253693811772869,0.3623210658794351,0.2707911739393044,Erratic
14,1311,14_1311,145.0,145.0,1.0,0.18178769458824995,-0.2597214130522058,-0.2373523259646005,,0.06251404058549026,Smooth
14,1438,14_1438,145.0,105.0,1.380952380952381,0.46683185335397354,-0.38155821579085947,-0.4597605951857535,,,Intermittent
14,1445,14_1445,145.0,130.0,1.1153846153846154,1.7026205153883869,-0.0003245602823343863,-0.7789071423294629,0.669332030219104,0.3397153270988206,Erratic
14,1525,14_1525,145.0,137.0,1.0583941605839415,0.22678585956619823,-0.11721405791690372,-0.53589451662095,,0.5186247661602567,Smooth
14,1543,14_1543,145.0,135.0,1.0740740740740742,0.34133546696506195,-0.2273056217091032,-0.27471787795861924,0.22842658132385424,0.1222313882466974,Smooth
14,1558,14_1558,145.0,139.0,1.0431654676258992,1.0793235049018108,0.0756471995025694,-0.7734818023298256,0.7347878869906268,0.5792894098653221,Erratic
14,1571,14_1571,145.0,50.0,2.9,0.7170415479469362,0.08126200006205661,-0.3862635333425325,0.06547832198842703,,Lumpy
14,1727,14_1727,145.0,145.0,1.0,0.8854263085921305,-0.20715431549040667,-0.8499198706216651,0.7846637364082997,0.8334156479120577,Erratic
14,1754,14_1754,145.0,145.0,1.0,1.4474622945572073,-0.275212061455946,-0.5524353163911523,0.7624384788010198,0.8261158555555213,Erratic
14,1770,14_1770,145.0,58.0,2.5,0.16385354239927294,-0.0003923768763070421,-0.26933354663618375,,,Intermittent
14,1778,14_1778,145.0,145.0,1.0,0.16235070929016807,0.08180771828549403,-0.30194177764625507,0.0648297375880092,0.052906187194301194,Smooth
14,1803,14_1803,145.0,145.0,1.0,0.1279507241377417,-0.17173484273521492,-0.2245164182870861,,-0.20825319869653794,Smooth
14,1847,14_1847,145.0,98.0,1.4795918367346939,0.5031913867299629,-0.447761561575977,-0.528656368861164,,,Lumpy
14,1878,14_1878,145.0,140.0,1.0357142857142858,0.4764962875080868,-0.1660245830923849,-0.6385007198300562,0.6687470589292681,0.3247765550014018,Smooth
14,1885,14_1885,145.0,145.0,1.0,0.07651834950619504,0.09498729812605523,-0.3617538473769988,0.3072511836625702,0.17687554141750758,Smooth
14,1902,14_1902,145.0,71.0,2.0422535211267605,0.2584221619834711,0.12717252523449865,-0.2090393860366109,,,Intermittent
14,1962,14_1962,145.0,144.0,1.0069444444444444,0.9545330400772717,0.08157019303745011,-0.7957724668186545,0.7420954209447812,0.7209163649319279,Erratic
14,1971,14_1971,145.0,144.0,1.0069444444444444,3.0769900258971545,-0.004970863661677655,-0.7806283743704951,0.7486022844402995,0.7444577978248272,Erratic
14,1993,14_1993,145.0,145.0,1.0,0.12271705995810647,0.35609780389415624,-0.1458100595407602,0.29962610806463436,0.44043176150651386,Smooth
14,2126,14_2126,145.0,110.0,1.3181818181818181,0.33521792600285344,0.1573806487399961,-0.2031772442453848,0.18906811390494993,0.24076341219043293,Smooth
14,2139,14_2139,145.0,89.0,1.6292134831460674,0.3224171141928109,-0.1934629188082202,-0.21284674836837916,,,Intermittent
14,2290,14_2290,145.0,145.0,1.0,1.725012675923076,0.1145811918866129,-0.6482206485433324,0.7709932852687928,0.7321958940596458,Erratic
14,2304,14_2304,145.0,105.0,1.380952380952381,0.5681379629189408,-0.14106005170045666,-0.40275720357973843,0.38547190687947674,0.1623999986379806,Lumpy
14,2306,14_2306,145.0,76.0,1.9078947368421053,0.5870709607584362,-0.1351975783997113,-0.45779602936379143,0.23772748647436953,0.01217334337220822,Lumpy
14,2322,14_2322,145.0,145.0,1.0,0.8231494726683732,-0.007479769086882882,-0.6502277515688499,0.4379167444032504,0.6290010887923295,Erratic
14,2444,14_2444,145.0,114.0,1.2719298245614035,1.9991147235329596,0.02493467349567867,-0.7984935397083665,0.7154563664133263,0.44493044902885037,Erratic
14,2490,14_2490,145.0,121.0,1.1983471074380165,1.231532202176514,-0.12497569031150324,-0.7844822473827268,0.7479164057340367,0.8554959115272639,Erratic
14,2492,14_2492,145.0,117.0,1.2393162393162394,0.5144325102237213,-0.09254463507452378,-0.41322061716489367,0.19769998434273006,-0.1038553491688915,Erratic
14,2494,14_2494,145.0,59.0,2.457627118644068,0.35629343670481195,-0.43832466667313424,-0.45786698957869637,,,Intermittent
14,2539,14_2539,145.0,145.0,1.0,0.10316060831794148,-0.25876819899233344,-0.008899712639203413,0.07147945261896288,-0.037238915339602316,Smooth
